S/No,CustomerID,FirstName,LastName,Gender,Email,City,Country,Region
18772,C18772,First18772,Last18772,F,user18772@example.com,Johannesburg,South Africa,Southern Africa
18773,C18773,First18773,Last18773,M,user18773@example.com,Nairobi,Kenya,East Africa
18774,C18774,First18774,Last18774,F,user18774@example.com,Nairobi,Kenya,East Africa
18775,C18775,First18775,Last18775,M,user18775@example.com,Ibadan,Nigeria,West Africa
18776,C18776,First18776,Last18776,F,user18776@example.com,Manchester,UK,Europe
18777,C18777,First18777,Last18777,M,user18777@example.com,London,UK,Europe
18778,C18778,First18778,Last18778,F,user18778@example.com,Ibadan,Nigeria,West Africa
18779,C18779,First18779,Last18779,M,user18779@example.com,Johannesburg,South Africa,Southern Africa
18780,C18780,First18780,Last18780,F,user18780@example.com,Manchester,UK,Europe
18781,C18781,First18781,Last18781,M,user18781@example.com,Johannesburg,South Africa,Southern Africa
18782,C18782,First18782,Last18782,F,user18782@example.com,Johannesburg,South Africa,Southern Africa
18783,C18783,First18783,Last18783,M,user18783@example.com,Ibadan,Nigeria,West Africa
18784,C18784,First18784,Last18784,F,user18784@example.com,Nairobi,Kenya,East Africa
18785,C18785,First18785,Last18785,M,user18785@example.com,Nairobi,Kenya,East Africa
18786,C18786,First18786,Last18786,F,user18786@example.com,London,UK,Europe
18787,C18787,First18787,Last18787,M,user18787@example.com,Nairobi,Kenya,East Africa
18788,C18788,First18788,Last18788,F,user18788@example.com,Lagos,Nigeria,West Africa
18789,C18789,First18789,Last18789,M,user18789@example.com,Ibadan,Nigeria,West Africa
18790,C18790,First18790,Last18790,F,user18790@example.com,Manchester,UK,Europe
18791,C18791,First18791,Last18791,M,user18791@example.com,Kumasi,Ghana,West Africa
18792,C18792,First18792,Last18792,F,user18792@example.com,Johannesburg,South Africa,Southern Africa
18793,C18793,First18793,Last18793,M,user18793@example.com,Johannesburg,South Africa,Southern Africa
18794,C18794,First18794,Last18794,F,user18794@example.com,Nairobi,Kenya,East Africa
18795,C18795,First18795,Last18795,M,user18795@example.com,Lagos,Nigeria,West Africa
18796,C18796,First18796,Last18796,F,user18796@example.com,Nairobi,Kenya,East Africa
18797,C18797,First18797,Last18797,M,user18797@example.com,Accra,Ghana,West Africa
18798,C18798,First18798,Last18798,F,user18798@example.com,Kumasi,Ghana,West Africa
18799,C18799,First18799,Last18799,M,user18799@example.com,Johannesburg,South Africa,Southern Africa
18800,C18800,First18800,Last18800,F,user18800@example.com,Kumasi,Ghana,West Africa
18801,C18801,First18801,Last18801,M,user18801@example.com,Abuja,Nigeria,West Africa
18802,C18802,First18802,Last18802,F,user18802@example.com,Johannesburg,South Africa,Southern Africa
18803,C18803,First18803,Last18803,M,user18803@example.com,Abuja,Nigeria,West Africa
18804,C18804,First18804,Last18804,F,user18804@example.com,Johannesburg,South Africa,Southern Africa
18805,C18805,First18805,Last18805,M,user18805@example.com,Abuja,Nigeria,West Africa
18806,C18806,First18806,Last18806,F,user18806@example.com,London,UK,Europe
18807,C18807,First18807,Last18807,M,user18807@example.com,Ibadan,Nigeria,West Africa
18808,C18808,First18808,Last18808,F,user18808@example.com,Manchester,UK,Europe
18809,C18809,First18809,Last18809,M,user18809@example.com,Accra,Ghana,West Africa
18810,C18810,First18810,Last18810,F,user18810@example.com,Nairobi,Kenya,East Africa
18811,C18811,First18811,Last18811,M,user18811@example.com,London,UK,Europe
18812,C18812,First18812,Last18812,F,user18812@example.com,Johannesburg,South Africa,Southern Africa
18813,C18813,First18813,Last18813,M,user18813@example.com,Nairobi,Kenya,East Africa
18814,C18814,First18814,Last18814,F,user18814@example.com,Ibadan,Nigeria,West Africa
18815,C18815,First18815,Last18815,M,user18815@example.com,Lagos,Nigeria,West Africa
18816,C18816,First18816,Last18816,F,user18816@example.com,Nairobi,Kenya,East Africa
18817,C18817,First18817,Last18817,M,user18817@example.com,London,UK,Europe
18818,C18818,First18818,Last18818,F,user18818@example.com,Nairobi,Kenya,East Africa
18819,C18819,First18819,Last18819,M,user18819@example.com,London,UK,Europe
18820,C18820,First18820,Last18820,F,user18820@example.com,Johannesburg,South Africa,Southern Africa
18821,C18821,First18821,Last18821,M,user18821@example.com,Nairobi,Kenya,East Africa
18822,C18822,First18822,Last18822,F,user18822@example.com,Lagos,Nigeria,West Africa
18823,C18823,First18823,Last18823,M,user18823@example.com,Accra,Ghana,West Africa
18824,C18824,First18824,Last18824,F,user18824@example.com,Manchester,UK,Europe
18825,C18825,First18825,Last18825,M,user18825@example.com,Accra,Ghana,West Africa
18826,C18826,First18826,Last18826,F,user18826@example.com,Kumasi,Ghana,West Africa
18827,C18827,First18827,Last18827,M,user18827@example.com,Johannesburg,South Africa,Southern Africa
18828,C18828,First18828,Last18828,F,user18828@example.com,Johannesburg,South Africa,Southern Africa
18829,C18829,First18829,Last18829,M,user18829@example.com,Manchester,UK,Europe
18830,C18830,First18830,Last18830,F,user18830@example.com,Nairobi,Kenya,East Africa
18831,C18831,First18831,Last18831,M,user18831@example.com,Ibadan,Nigeria,West Africa
18832,C18832,First18832,Last18832,F,user18832@example.com,London,UK,Europe
18833,C18833,First18833,Last18833,M,user18833@example.com,Accra,Ghana,West Africa
18834,C18834,First18834,Last18834,F,user18834@example.com,Johannesburg,South Africa,Southern Africa
18835,C18835,First18835,Last18835,M,user18835@example.com,Manchester,UK,Europe
18836,C18836,First18836,Last18836,F,user18836@example.com,Johannesburg,South Africa,Southern Africa
18837,C18837,First18837,Last18837,M,user18837@example.com,Lagos,Nigeria,West Africa
18838,C18838,First18838,Last18838,F,user18838@example.com,London,UK,Europe
18839,C18839,First18839,Last18839,M,user18839@example.com,Accra,Ghana,West Africa
18840,C18840,First18840,Last18840,F,user18840@example.com,London,UK,Europe
18841,C18841,First18841,Last18841,M,user18841@example.com,Nairobi,Kenya,East Africa
18842,C18842,First18842,Last18842,F,user18842@example.com,Lagos,Nigeria,West Africa
18843,C18843,First18843,Last18843,M,user18843@example.com,Johannesburg,South Africa,Southern Africa
18844,C18844,First18844,Last18844,F,user18844@example.com,London,UK,Europe
18845,C18845,First18845,Last18845,M,user18845@example.com,Kumasi,Ghana,West Africa
18846,C18846,First18846,Last18846,F,user18846@example.com,Johannesburg,South Africa,Southern Africa
18847,C18847,First18847,Last18847,M,user18847@example.com,Nairobi,Kenya,East Africa
18848,C18848,First18848,Last18848,F,user18848@example.com,Kumasi,Ghana,West Africa
18849,C18849,First18849,Last18849,M,user18849@example.com,Johannesburg,South Africa,Southern Africa
18850,C18850,First18850,Last18850,F,user18850@example.com,Kumasi,Ghana,West Africa
18851,C18851,First18851,Last18851,M,user18851@example.com,Johannesburg,South Africa,Southern Africa
18852,C18852,First18852,Last18852,F,user18852@example.com,Nairobi,Kenya,East Africa
18853,C18853,First18853,Last18853,M,user18853@example.com,Johannesburg,South Africa,Southern Africa
18854,C18854,First18854,Last18854,F,user18854@example.com,Lagos,Nigeria,West Africa
18855,C18855,First18855,Last18855,M,user18855@example.com,Johannesburg,South Africa,Southern Africa
18856,C18856,First18856,Last18856,F,user18856@example.com,Kumasi,Ghana,West Africa
18857,C18857,First18857,Last18857,M,user18857@example.com,Johannesburg,South Africa,Southern Africa
18858,C18858,First18858,Last18858,F,user18858@example.com,Johannesburg,South Africa,Southern Africa
18859,C18859,First18859,Last18859,M,user18859@example.com,Manchester,UK,Europe
18860,C18860,First18860,Last18860,F,user18860@example.com,Ibadan,Nigeria,West Africa
18861,C18861,First18861,Last18861,M,user18861@example.com,Nairobi,Kenya,East Africa
18862,C18862,First18862,Last18862,F,user18862@example.com,Accra,Ghana,West Africa
18863,C18863,First18863,Last18863,M,user18863@example.com,London,UK,Europe
18864,C18864,First18864,Last18864,F,user18864@example.com,Lagos,Nigeria,West Africa
18865,C18865,First18865,Last18865,M,user18865@example.com,London,UK,Europe
18866,C18866,First18866,Last18866,F,user18866@example.com,Johannesburg,South Africa,Southern Africa
18867,C18867,First18867,Last18867,M,user18867@example.com,London,UK,Europe
18868,C18868,First18868,Last18868,F,user18868@example.com,Nairobi,Kenya,East Africa
18869,C18869,First18869,Last18869,M,user18869@example.com,Manchester,UK,Europe
18870,C18870,First18870,Last18870,F,user18870@example.com,Manchester,UK,Europe
18871,C18871,First18871,Last18871,M,user18871@example.com,London,UK,Europe
18872,C18872,First18872,Last18872,F,user18872@example.com,London,UK,Europe
18873,C18873,First18873,Last18873,M,user18873@example.com,London,UK,Europe
18874,C18874,First18874,Last18874,F,user18874@example.com,Manchester,UK,Europe
18875,C18875,First18875,Last18875,M,user18875@example.com,Johannesburg,South Africa,Southern Africa
18876,C18876,First18876,Last18876,F,user18876@example.com,Kumasi,Ghana,West Africa
18877,C18877,First18877,Last18877,M,user18877@example.com,Accra,Ghana,West Africa
18878,C18878,First18878,Last18878,F,user18878@example.com,Johannesburg,South Africa,Southern Africa
18879,C18879,First18879,Last18879,M,user18879@example.com,Nairobi,Kenya,East Africa
18880,C18880,First18880,Last18880,F,user18880@example.com,Nairobi,Kenya,East Africa
18881,C18881,First18881,Last18881,M,user18881@example.com,Nairobi,Kenya,East Africa
18882,C18882,First18882,Last18882,F,user18882@example.com,Nairobi,Kenya,East Africa
18883,C18883,First18883,Last18883,M,user18883@example.com,Manchester,UK,Europe
18884,C18884,First18884,Last18884,F,user18884@example.com,Lagos,Nigeria,West Africa
18885,C18885,First18885,Last18885,M,user18885@example.com,Johannesburg,South Africa,Southern Africa
18886,C18886,First18886,Last18886,F,user18886@example.com,Nairobi,Kenya,East Africa
18887,C18887,First18887,Last18887,M,user18887@example.com,Kumasi,Ghana,West Africa
18888,C18888,First18888,Last18888,F,user18888@example.com,London,UK,Europe
18889,C18889,First18889,Last18889,M,user18889@example.com,Accra,Ghana,West Africa
18890,C18890,First18890,Last18890,F,user18890@example.com,Manchester,UK,Europe
18891,C18891,First18891,Last18891,M,user18891@example.com,Kumasi,Ghana,West Africa
18892,C18892,First18892,Last18892,F,user18892@example.com,Kumasi,Ghana,West Africa
18893,C18893,First18893,Last18893,M,user18893@example.com,Accra,Ghana,West Africa
18894,C18894,First18894,Last18894,F,user18894@example.com,Abuja,Nigeria,West Africa
18895,C18895,First18895,Last18895,M,user18895@example.com,Kumasi,Ghana,West Africa
18896,C18896,First18896,Last18896,F,user18896@example.com,London,UK,Europe
18897,C18897,First18897,Last18897,M,user18897@example.com,Manchester,UK,Europe
18898,C18898,First18898,Last18898,F,user18898@example.com,Abuja,Nigeria,West Africa
18899,C18899,First18899,Last18899,M,user18899@example.com,Accra,Ghana,West Africa
18900,C18900,First18900,Last18900,F,user18900@example.com,Nairobi,Kenya,East Africa
18901,C18901,First18901,Last18901,M,user18901@example.com,Nairobi,Kenya,East Africa
18902,C18902,First18902,Last18902,F,user18902@example.com,Abuja,Nigeria,West Africa
18903,C18903,First18903,Last18903,M,user18903@example.com,Johannesburg,South Africa,Southern Africa
18904,C18904,First18904,Last18904,F,user18904@example.com,London,UK,Europe
18905,C18905,First18905,Last18905,M,user18905@example.com,Nairobi,Kenya,East Africa
18906,C18906,First18906,Last18906,F,user18906@example.com,Accra,Ghana,West Africa
18907,C18907,First18907,Last18907,M,user18907@example.com,Johannesburg,South Africa,Southern Africa
18908,C18908,First18908,Last18908,F,user18908@example.com,Johannesburg,South Africa,Southern Africa
18909,C18909,First18909,Last18909,M,user18909@example.com,Nairobi,Kenya,East Africa
18910,C18910,First18910,Last18910,F,user18910@example.com,Nairobi,Kenya,East Africa
18911,C18911,First18911,Last18911,M,user18911@example.com,Accra,Ghana,West Africa
18912,C18912,First18912,Last18912,F,user18912@example.com,Lagos,Nigeria,West Africa
18913,C18913,First18913,Last18913,M,user18913@example.com,Kumasi,Ghana,West Africa
18914,C18914,First18914,Last18914,F,user18914@example.com,Johannesburg,South Africa,Southern Africa
18915,C18915,First18915,Last18915,M,user18915@example.com,Abuja,Nigeria,West Africa
18916,C18916,First18916,Last18916,F,user18916@example.com,Lagos,Nigeria,West Africa
18917,C18917,First18917,Last18917,M,user18917@example.com,Nairobi,Kenya,East Africa
18918,C18918,First18918,Last18918,F,user18918@example.com,Manchester,UK,Europe
18919,C18919,First18919,Last18919,M,user18919@example.com,Kumasi,Ghana,West Africa
18920,C18920,First18920,Last18920,F,user18920@example.com,London,UK,Europe
18921,C18921,First18921,Last18921,M,user18921@example.com,Nairobi,Kenya,East Africa
18922,C18922,First18922,Last18922,F,user18922@example.com,Lagos,Nigeria,West Africa
18923,C18923,First18923,Last18923,M,user18923@example.com,Nairobi,Kenya,East Africa
18924,C18924,First18924,Last18924,F,user18924@example.com,Kumasi,Ghana,West Africa
18925,C18925,First18925,Last18925,M,user18925@example.com,Johannesburg,South Africa,Southern Africa
18926,C18926,First18926,Last18926,F,user18926@example.com,Johannesburg,South Africa,Southern Africa
18927,C18927,First18927,Last18927,M,user18927@example.com,Nairobi,Kenya,East Africa
18928,C18928,First18928,Last18928,F,user18928@example.com,Manchester,UK,Europe
18929,C18929,First18929,Last18929,M,user18929@example.com,London,UK,Europe
18930,C18930,First18930,Last18930,F,user18930@example.com,Ibadan,Nigeria,West Africa
18931,C18931,First18931,Last18931,M,user18931@example.com,Kumasi,Ghana,West Africa
18932,C18932,First18932,Last18932,F,user18932@example.com,Ibadan,Nigeria,West Africa
18933,C18933,First18933,Last18933,M,user18933@example.com,Johannesburg,South Africa,Southern Africa
18934,C18934,First18934,Last18934,F,user18934@example.com,Ibadan,Nigeria,West Africa
18935,C18935,First18935,Last18935,M,user18935@example.com,Johannesburg,South Africa,Southern Africa
18936,C18936,First18936,Last18936,F,user18936@example.com,Abuja,Nigeria,West Africa
18937,C18937,First18937,Last18937,M,user18937@example.com,Nairobi,Kenya,East Africa
18938,C18938,First18938,Last18938,F,user18938@example.com,Johannesburg,South Africa,Southern Africa
18939,C18939,First18939,Last18939,M,user18939@example.com,Johannesburg,South Africa,Southern Africa
18940,C18940,First18940,Last18940,F,user18940@example.com,Abuja,Nigeria,West Africa
18941,C18941,First18941,Last18941,M,user18941@example.com,Accra,Ghana,West Africa
18942,C18942,First18942,Last18942,F,user18942@example.com,Nairobi,Kenya,East Africa
18943,C18943,First18943,Last18943,M,user18943@example.com,Lagos,Nigeria,West Africa
18944,C18944,First18944,Last18944,F,user18944@example.com,Nairobi,Kenya,East Africa
18945,C18945,First18945,Last18945,M,user18945@example.com,Johannesburg,South Africa,Southern Africa
18946,C18946,First18946,Last18946,F,user18946@example.com,Accra,Ghana,West Africa
18947,C18947,First18947,Last18947,M,user18947@example.com,Kumasi,Ghana,West Africa
18948,C18948,First18948,Last18948,F,user18948@example.com,London,UK,Europe
18949,C18949,First18949,Last18949,M,user18949@example.com,Abuja,Nigeria,West Africa
18950,C18950,First18950,Last18950,F,user18950@example.com,Ibadan,Nigeria,West Africa
18951,C18951,First18951,Last18951,M,user18951@example.com,Ibadan,Nigeria,West Africa
18952,C18952,First18952,Last18952,F,user18952@example.com,Johannesburg,South Africa,Southern Africa
18953,C18953,First18953,Last18953,M,user18953@example.com,Lagos,Nigeria,West Africa
18954,C18954,First18954,Last18954,F,user18954@example.com,Accra,Ghana,West Africa
18955,C18955,First18955,Last18955,M,user18955@example.com,Johannesburg,South Africa,Southern Africa
